"","business_id","Score","name","longitude","latitude"
"431",2590,100,"SF Hilton - Main Kitchen",-122.410467,37.786094
"432",2593,88,"BELLA TRATTORIA",-122.460842,37.781268
"433",2597,98,"STARBUCKS COFFEE #5396",-122.427549,37.768743
"434",2599,90,"HONG KONG RESTAURANT",-122.403452,37.727159
"435",2610,92,"CAFE LA BOHEME",-122.418928,37.752284
"436",2615,96,"Thai Chef 2",-122.435789,37.760813
"437",2619,78,"KEZAR BAR & RESTAURANT",-122.449887,37.765538
"438",2620,92,"Bambino's Ristorante",-122.449884,37.765174
"439",2627,86,"BURGERMEISTER",-122.429095,37.768776
"440",2632,94,"MARTHA & BROS COFFEE CO",-122.414757,37.738927
"441",2638,96,"SF BAGEL CO. (KATZ BAGELS)",-122.423089,37.764814
"442",2645,91,"Range",-122.421376,37.759417
"443",2646,92,"THE PHOENIX BAR & RESTAURANT",-122.421346,37.759823
"444",2648,88,"BALOMPIE CAFE",-122.418296,37.761836
"445",2652,92,"VILLAGE PIZZERIA",-122.421844,37.787354
"446",2653,90,"Mi Lindo Peru'",-122.420277,37.745069
"447",2659,83,"HUNAN CHEF",-122.416019,37.739048
"448",2664,90,"Alice's Restaurant",-122.428803,37.743602
"449",2667,100,"ARIAKE",-122.47358,37.780523
"450",2676,93,"FIREFLY",-122.438242,37.751068
"451",2690,96,"LOS PANCHOS",-122.420004,37.745516
"452",2692,96,"TYGER'S",-122.4339,37.734579
"453",2697,79,"HOWARD'S CAFE",-122.48591,37.758941
"454",2700,78,"NANJING ROAD",-122.48591,37.758941
"455",2706,96,"MEZES RESTAURANT",-122.442367,37.799988
"456",2709,92,"MELS DRIVE IN",-122.437106,37.799684
"457",2717,90,"GOURMET DIM SUM & CAFE",-122.466359,37.782823
"458",2724,92,"HUNAN EMPIRE",-122.432537,37.797443
"459",2733,98,"New Mangia Tutti Ristorante",-122.403766,37.794563
"460",2739,90,"ROSE'S CAFE",-122.436974,37.796927
"461",2749,90,"TAQUERIA CANCUN",-122.419945,37.745433
"462",2750,85,"HAMANO SUSHI",-122.434065,37.750778
"463",2755,92,"SOCIALE",-122.45299,37.787364
"464",2756,100,"STARBUCKS",-122.453207,37.786404
"465",2758,80,"OSTERIA",-122.446757,37.788183
"466",2764,88,"AL-HAMRA",-122.421349,37.764913
"467",2766,92,"TAQUERIA GUADALAJARA",-122.43755,37.721191
"468",2768,100,"Starbucks Coffee",-122.410585,37.787131
"469",2773,90,"TOGO'S EATERY",-122.409002,37.765708
"470",2777,94,"Starbucks Coffee",-122.397023,37.793632
"471",2778,94,"LEE'S DELI",-122.395922,37.784954
"472",2780,94,"Peet's Coffee",-122.402396,37.791113
"473",2784,96,"Jamba Juice Co",-122.399565,37.791554
"474",2785,90,"G & L RESTAURANT",-122.407152,37.712517
"475",2796,96,"JAMBA JUICE",-122.42719,37.769061
"476",2799,96,"Starbucks Coffee",-122.40542,37.786124
"477",2805,100,"Starbucks Coffee",-122.406877,37.789267
"478",2807,88,"Grandeho's Kamekyo II",-122.420474,37.806153
"479",2809,90,"The Residence",-122.429422,37.767718
"480",2810,96,"Starbucks Coffee",-122.409497,37.785648
"481",2818,100,"STARBUCKS COFFEE #5486",-122.400798,37.788727
"482",2823,94,"Grand Hyatt - Bistro-Employee Cafeteria",-122.406884,37.788944
"483",2829,92,"EAGLE PIZZA",-122.484541,37.742688
"484",2836,90,"Hard Rock Cafe",-122.410189,37.80824
"485",2840,92,"THE OLYMPIC CLUB AT LAKESIDE",-122.497934,37.708887
"486",2841,94,"THE OLYMPIC CLUB AT LAKESIDE, UPPER",-122.497934,37.708887
"487",2842,96,"SEASONS RESTAURANT",-122.404852,37.786476
"488",2843,100,"San Raku Restaurant",-122.412164,37.788798
"489",2849,98,"Kells",-122.404024,37.796378
"490",2854,100,"SANRAKU",-122.40419,37.784548
"491",2858,96,"Kokkari",-122.399864,37.796918
"492",2863,85,"HAYSTACK PIZZA RESTAURANT",-122.429189,37.751573
"493",2866,96,"ELIZA'S RESTAURANT",-122.441657,37.787884
"494",2869,96,"Holiday Inn ExpressHotel - Pantry Kitchen",-122.416244,37.806288
"495",2871,100,"STARBUCK'S COFFEE #6605",-122.410709,37.762963
"496",2880,89,"ALPHA MARKET",-122.449777,37.765007
"497",2884,98,"Starbucks Coffee",-122.402056,37.789705
"498",2885,100,"MOMO'S",-122.389859,37.780047
"499",2893,100,"FOREIGN CINEMA",-122.418884,37.756417
"500",2896,100,"Tlaloc Taqueria",-122.401788,37.794307
"501",2899,90,"Public House/Mijita",-122.391151,37.778382
"502",2907,91,"Market Cafe",-122.452065,37.775117
"503",2910,79,"LUNA PARK",-122.421639,37.761809
"504",2917,87,"OMNI S.F. Hotel - Main Kitchen",-122.403135,37.792888
"505",2919,100,"OMNI S.F. Hotel - Restaurant & Bar",-122.403135,37.792888
"506",2920,100,"Academy of Arts Univ- I House Cafe",-122.414514,37.788498
"507",2922,93,"The White Horse",-122.410833,37.788882
"508",2924,94,"Leatherneck Steakhouse - Marines' Memorial Assn",-122.410467,37.788954
"509",2925,100,"Marines Memorial Club - Banquet",-122.410467,37.788954
"510",2927,94,"The Thai Stick",-122.41333,37.787747
"511",2929,98,"Academy of Arts University",-122.413158,37.790523
"512",2933,85,"Castagnola's Restaurant",-122.417194,37.808098
"513",2943,88,"Tarantino's",-122.416654,37.808138
"514",2952,96,"Rainforest Cafe",-122.414668,37.808323
"515",2957,100,"GOLDEN STATE ADULT DAY HEALTH CARE",-122.510053,37.77439
"516",2967,96,"CHAYA BRASSERIE SAN FRANCISCO",-122.393894,37.788613
"517",2970,96,"Good Earth Cafe",-122.405094,37.795844
"518",2972,98,"PORTICO",-122.406761,37.774722
"519",2973,100,"KOH SAMUI & THE MONKEY",-122.394673,37.779777
"520",2974,98,"LEAPING LEMUR CAFE",-122.502535,37.73017
"521",2978,96,"JAY N BEE CLUB",-122.408257,37.759348
"522",2980,91,"PUERTO ALEGRE",-122.421855,37.764148
"523",2984,98,"PLAYA AZUL SEAFOOD REST. & BAR",-122.421258,37.743598
"524",2987,94,"The Penthouse Club & Steakhouse",-122.404214,37.798217
"525",2995,94,"CAFE ROCCO",-122.408602,37.776127
"526",2996,90,"PALOMINO EURO-BISTRO",-122.390073,37.789394
"527",3016,82,"R & G Executive Lounge, Inc",-122.404765,37.794154
"528",3021,90,"Joe's Crab Shack",-122.416513,37.808078
"529",3031,86,"Victor's Pizza",-122.420595,37.789944
"530",3032,100,"CHIPOTLE MEXICAN GRILL",-122.400269,37.787227
"531",3038,82,"TURK & LARKIN DELI",-122.416873,37.782458
"532",3043,89,"ST. FRANCIS YACHT CLUB",-122.436438,37.800632
"533",3046,96,"Mollie Stone's Grand Central Market",-122.434697,37.788773
"534",3050,96,"Benkyodo Co",-122.429925,37.785994
"535",3053,86,"Harris' Restaurant",-122.423147,37.795058
"536",3054,94,"McCormick & Kuleto's Seafood Restaunt",-122.422854,37.805427
"537",3055,98,"SAFEWAY STORES, INC. #995",-122.431034,37.783253
"538",3056,91,"Cafe Mason",-122.409677,37.786458
"539",3072,94,"HOTEL UTAH SALOON, THE",-122.398104,37.779522
"540",3073,100,"DELANCEY ST. RESTAURANT",-122.388295,37.783884
"541",3080,83,"YAKINIKU HOUSE JUBAN",-122.431472,37.785227
"542",3082,85,"ONE MARKET RESTAURANT",-122.394932,37.794347
"543",3091,96,"MARRIOTT HOTEL - B3 EMPLOYEE CAFE",-122.404752,37.784964
"544",3095,100,"Whitcomb Hotel Bar & Grill",-122.415182,37.778357
"545",3100,100,"Eurest Dining Services",-122.396012,37.793487
"546",3102,98,"TOWN'S END RESTAURANT & BAKERY",-122.388433,37.781865
"547",3114,88,"Franciscan Crab Restaurant",-122.415069,37.808931
"548",3116,96,"Sam's Grill",-122.403553,37.790858
"549",3118,96,"Hyatt Union Square Main Kitchen",-122.406884,37.788944
"550",3120,79,"Cioppino's",-122.419124,37.807854
"551",3129,94,"Francisca Club",-122.409967,37.789014
"552",3130,92,"Pompei's Grotto",-122.418274,37.807957
"553",3160,89,"Tandoori Mahal",-122.405278,37.796557
"554",3161,91,"Pier 2620 Hotel Fisherman's Wharf",-122.416864,37.805418
"555",3165,86,"HAN IL KWAN",-122.478292,37.776599
"556",3183,80,"NEW ERITREA RESTAURANT",-122.467639,37.763964
"557",3185,87,"PIRRO'S PIZZERIA",-122.490421,37.742438
"558",3186,100,"Schuberts Bakery",-122.464948,37.782893
"559",3189,89,"MOSCOW & TBILSI BAKERY STORE",-122.478982,37.780439
"560",3190,96,"NORIEGA TERIYAKI HOUSE",-122.482629,37.753953
"561",3196,88,"United Irish Cultural Center",-122.503086,37.735943
"562",3200,92,"YANK SING",-122.399462,37.789867
"563",3206,90,"PPQ Vietnamese RESTAURANT",-122.484432,37.782068
"564",3207,96,"Farallon Restaurant",-122.409284,37.788188
"565",3209,77,"HAPPY GARDEN RESTAURANT",-122.467979,37.782733
"566",3211,87,"PHO HUYNH HIEP II",-122.477748,37.763503
"567",3216,90,"House of Donuts/Copper Kettle",-122.490301,37.742438
"568",3221,81,"PASQUALES",-122.465512,37.764108
"569",3224,92,"CLEMENT RESTAURANT",-122.465909,37.782843
"570",3228,90,"THANH LONG RESTAURANT",-122.50609,37.760383
"571",3241,72,"SHENG KEE BAKERY",-122.478648,37.76344
"572",3252,88,"LITTLE JOES PIZZA REST.",-122.439655,37.718359
"573",3253,98,"S F GOLF CLUB",-122.471316,37.711329
"574",3260,98,"KENTUCKY FRIED CHICKEN",-122.465031,37.726337
"575",3261,96,"AMBROSIA BAKERY",-122.473392,37.731724
"576",3272,93,"Cigar Bar and Grill",-122.403586,37.797137
"577",3275,91,"GREAT CITY DELI",-122.440114,37.786324
"578",3283,100,"WESTERN PARK APARTMENTS",-122.427487,37.782657
"579",3285,92,"Wing Lum Cafe",-122.419952,37.787438
"580",3289,81,"NEW KOREA HOUSE",-122.428514,37.785778
"581",3296,96,"Granada Hotel Dining Room",-122.417154,37.788168
"582",3298,98,"PASTA POMODORO",-122.453698,37.786344
"583",3299,94,"WOK SHOP CAFE",-122.421966,37.78746
"584",3300,96,"Broadmoor, The",-122.424697,37.787153
"585",3302,91,"RUSSIAN CENTER SOCIAL HALL",-122.440904,37.785138
"586",3304,86,"Round Table Pizza",-122.420954,37.783025
"587",3315,100,"Williams-Sonoma Grande Cuisine Club",-122.425327,37.805779
"588",3316,98,"ROUND TABLE PIZZA",-122.436438,37.800632
"589",3317,90,"Pane e Vino Trattoria",-122.427637,37.798063
"590",3323,96,"Swensen's of SF Inc",-122.419115,37.799187
"591",3324,90,"Buena Vista Cafe",-122.420554,37.806493
"592",3338,92,"La Folie",-122.422156,37.798098
"593",3343,92,"PERRYS",-122.431274,37.797648
"594",3350,98,"House of Prime Rib",-122.422827,37.793338
"595",3365,100,"Togo's /  Baskin Robbins",-122.400567,37.796535
"596",3373,89,"New Delhi Restaurant",-122.408851,37.785465
"597",3374,100,"Daily Grill",-122.408977,37.787218
"598",3375,100,"Sushi Boat Restaurant",-122.409641,37.787143
"599",3392,98,"FAMILY BILLIARDS",-122.449132,37.782103
"600",3397,89,"21ST AMENDMENT BREWERY CAFE",-122.392662,37.782364
"601",3405,92,"GARDEN CT. RESTAURANT & BAR",-122.401543,37.788286
"602",3409,74,"OZUMO",-122.392268,37.792604
"603",3414,98,"TASTE CATERING",-122.387309,37.7456
"604",3420,94,"MCDONALD'S #7413",-122.405736,37.742331
"605",3431,94,"Bimbo's 365 Club",-122.415437,37.803906
"606",3432,89,"Marriott Fisherman's Wharf",-122.417684,37.805554
"607",3437,96,"Fog Harbor Fish House",-122.410189,37.80824
"608",3439,94,"Wipe Out Bar & Grill",-122.410189,37.80824
"609",3440,93,"MV California Hornblower",-122.399862,37.799005
"610",3443,90,"Crab House",-122.410189,37.80824
"611",3444,92,"The Pier Market",-122.410189,37.80824
"612",3449,88,"Sheraton Fisherman's Wharf",-122.413827,37.806948
"613",3456,92,"CANTON DIM SUM HOUSE, INC.",-122.397932,37.784557
"614",3476,79,"GRAND LODGE OF CALIFORNIA",-122.44005,37.717659
"615",3477,91,"CHOW",-122.428866,37.767183
"616",3478,94,"ROUND TABLE PIZZA",-122.403811,37.728027
"617",3481,80,"Trattoria Contadina Restaurant",-122.412456,37.800147
"618",3484,96,"BOULEVARD",-122.392841,37.793497
"619",3490,100,"Morton's Chicago Steakhouse",-122.408525,37.78833
"620",3491,96,"Borodudur Restaurant",-122.413624,37.787677
"621",3492,96,"University Club",-122.409186,37.792308
"622",3496,100,"Bohemian Club",-122.411727,37.788227
"623",3497,87,"Venticello Ristorante",-122.413014,37.794173
"624",3498,91,"Pacific Union Club",-122.411324,37.791788
"625",3503,100,"Starbucks Coffee",-122.402687,37.794703
"626",3504,100,"Oriental Pearl Restaurant",-122.405994,37.794347
"627",3510,84,"City View Restaurant",-122.404074,37.794127
"628",3515,100,"Boudin Bakery",-122.396184,37.795108
"629",3519,100,"Eclipse Cafe",-122.396457,37.794168
"630",3522,85,"Bow Hon Restaurant",-122.406367,37.794958
"631",3528,79,"Hunan Home's Restaurant",-122.405594,37.796188
"632",3529,76,"Great Eastern Restaurant",-122.405918,37.796093
"633",3536,92,"Mrs. T's Cafe",-122.40356,37.796474
"634",3543,94,"Penang Garden  Restaurant",-122.405543,37.795288
"635",3543,94,"Penang Garden  Restaurant",-122.405543,37.795288
"636",3547,96,"Golden Star Vietnamese Restaurant",-122.405724,37.794555
"637",3548,94,"Belden Taverna",-122.403778,37.791398
"638",3550,90,"Noah's New York Bagels #2113",-122.399834,37.791348
"639",3561,96,"Lee's Deli",-122.402435,37.791464
"640",3566,90,"Mandalay Restaurant",-122.464041,37.785117
"641",3566,90,"Mandalay Restaurant",-122.464041,37.785117
"642",3571,94,"CITY CLUB",-122.400835,37.791714
"643",3575,98,"Alfred's Steakhouse",-122.404457,37.794893
"644",3586,94,"The Pig & Whistle",-122.449171,37.782113
"645",3594,98,"CELIAS RESTAURANT",-122.505209,37.760423
"646",3607,96,"TERRACE CAFE",-122.502535,37.73017
"647",3612,81,"GARIBALDIS ON PRESIDIO",-122.447064,37.788433
"648",3614,98,"Taqueria ""Los Coyotes"" #2",-122.420402,37.765028
"649",3615,94,"TARTINE BAKERY",-122.423862,37.761531
"650",3616,94,"THE LIBERTIES IRISH BAR & REST.",-122.423256,37.75527
"651",3626,92,"Beretta",-122.420786,37.753823
"652",3631,96,"NOC NOC",-122.431336,37.771964
"653",3633,90,"Magnolia Pub & Brewery",-122.445311,37.770271
"654",3639,79,"CHA-CHA-CHA RESTAURANT",-122.452067,37.769314
"655",3642,96,"ABSINTHE PASTRY",-122.421458,37.777492
"656",3643,94,"SUPPENKUCHE",-122.426264,37.776294
"657",3646,98,"THE MINT B & R INC.",-122.425708,37.770204
"658",3651,96,"PANCHO VILLA",-122.421234,37.764897
"659",3655,96,"VERDI CLUB",-122.407607,37.763245
"660",3661,93,"LA CUMBRE",-122.421826,37.764553
"661",3674,96,"Holiday Inn - Golden Gateway",-122.422034,37.789457
"662",3676,85,"Chinatown Restaurant",-122.405943,37.795248
"663",3677,92,"Mollie Stone's Tower Market",-122.452425,37.744876
"664",3699,94,"MATTERHORN RESTAURANT",-122.423824,37.797184
"665",3700,100,"CHESTNUT ST. COFFEE ROASTERY",-122.441702,37.800073
"666",3707,100,"Zingari",-122.410397,37.787983
"667",3711,90,"Gaylord India Restaurant",-122.399642,37.794588
"668",3727,90,"ACE WASABI'S ROCK N ROLL SUSHI",-122.437834,37.800215
"669",3728,92,"GOLD CLUB, THE",-122.399569,37.785784
"670",3736,94,"SAFEWAY #2646",-122.464955,37.774758
"671",3738,91,"CINDERELLA BAKERY & CAFE",-122.463353,37.777299
"672",3752,98,"Pauline's Pizza",-122.422275,37.768677
"673",3757,96,"EL VALENCIANO",-122.420846,37.754434
"674",3769,94,"BURGER KING",-122.407785,37.785094
"675",3770,86,"BLONDIE'S PIZZA",-122.407838,37.785207
"676",3784,94,"BLOWFISH SUSHI",-122.409931,37.759488
"677",3790,100,"The Clift Hotel (Spanish Suite)",-122.411136,37.786974
"678",3791,96,"The Clift Hotel (Main Kitchen)",-122.411136,37.786974
"679",3794,90,"Biscuits & Blues",-122.409925,37.787324
"680",3795,84,"French Club",-122.409897,37.787517
"681",3796,100,"Johnny Foley's Irish House",-122.408697,37.786314
"682",3797,94,"SF Hilton - Cityscape",-122.418985,37.779847
"683",3798,100,"SF Hilton - Banquet Kitchen",-122.410467,37.786094
"684",3800,100,"MARRAKECH MORROCAN RESTAURANT",-122.411629,37.785924
"685",3809,93,"Max's Market",-122.403567,37.792773
"686",3816,78,"Washington Bakery & Restaurant",-122.405845,37.795174
"687",3817,83,"Happy Chinese Restaurant",-122.410097,37.796848
"689",3838,96,"CAFE PICARO",-122.422442,37.764908
"690",3839,100,"EL TORO TAQUERIA",-122.421784,37.763458
"691",3846,76,"WARAKABUNE RESTAURANT",-122.428746,37.765933
"692",3855,86,"RAINBOW GROCERY",-122.41555,37.769377
"693",3858,83,"HUNAN RESTAURANT",-122.399199,37.786944
"694",3859,96,"THIRSTY BEAR BREWING CO",-122.399812,37.785518
"695",3861,90,"CINCO DE MAYO TAQUERIA & GROCERY",-122.405381,37.731788
"696",3864,87,"3rd Street Grill",-122.392952,37.779063
"697",3868,91,"BARNEY'S",-122.434992,37.751268
"698",3870,91,"LA ALTENA",-122.421546,37.743206
"699",3892,90,"PORTICO",-122.396728,37.792875
"700",3896,100,"MCDONALD'S",-122.392591,37.778773
"701",3898,83,"RISTORANTE UMBRIA",-122.398309,37.786797
"702",3899,96,"FIREWOOD CAFE",-122.436913,37.760788
"703",3902,94,"St. Francis Memorial Hospital - Employees Cafeteria",-122.417077,37.789608
"704",3910,92,"2001 THAI STICK",-122.433694,37.788104
"705",3920,94,"BOSTON MARKET",-122.409002,37.765708
"706",3924,98,"San Francisco Soup Company",-122.402403,37.791151
"707",3929,89,"OPERA HOUSE - BASEMENT,LOWER LOUNGE",-122.420031,37.778272
"708",3935,96,"Le Colonial, SF, LLC",-122.412394,37.788108
"709",3936,94,"Boudin Bakery",-122.407417,37.787423
"710",3942,92,"BAY WATCH",-122.437264,37.799727
"711",3955,90,"PARAGON RESTAURANT & BAR",-122.390362,37.780534
"712",3959,100,"Hornblower - Santa Rosa",-122.39319,37.794551
"713",3960,100,"GAP INC.",-122.390218,37.790793
"714",3962,94,"CROSSROADS CAFE",-122.389081,37.783014
"715",3972,98,"SEASONS BAR",-122.404852,37.786476
"716",3982,92,"SLIM'S",-122.413439,37.771501
"717",4037,86,"EDINBURGH CASTLE PUB",-122.418952,37.786059
"718",4056,100,"Ferry Plaza Wine Merchant",-122.39377,37.795225
"719",4057,89,"SF MARRIOTT BIN (formerly ATRIUM LOUNGE)",-122.404752,37.784964
"720",4068,96,"Roaring 20's",-122.406393,37.797948
"721",4072,98,"Hustler Club",-122.405455,37.797545
"722",4078,100,"Shannon Arms",-122.47584,37.742972
"723",4085,98,"HOCKEY HAVEN",-122.49781,37.775663
"724",4108,100,"San Francisco Belle",-122.39592,37.797473
"725",4127,96,"Cresta's 2211 Club",-122.422058,37.797036
"726",4145,90,"FINAL FINAL",-122.445891,37.798531
"727",4152,98,"THE GLAS KAT",-122.397741,37.779225
"728",4158,81,"Holiday Inn Fisherman's Wharf",-122.418525,37.806115
"729",4171,100,"SOUTH BEACH YACHT CLUB",-122.387677,37.78162
"730",4231,98,"The Page",-122.437154,37.772194
"731",4249,92,"Cafe Du Soleil",-122.430248,37.771368
"732",4372,100,"CLUB PUERTORRIQUENO OF SF INC.",-122.420273,37.744901
"733",4400,96,"BOTTOM OF THE HILL",-122.396135,37.765117
"734",4412,96,"The Bubble Lounge",-122.403283,37.795918
"735",4416,94,"Sweetie's",-122.412971,37.804685
"736",4421,94,"Crepe Cafe",-122.410189,37.80824
"737",4424,100,"OUTTA HERE",-122.452065,37.775117
"738",4434,96,"NOE VALLEY BAKERY & BREAD CO.",-122.433409,37.751314
"739",4438,90,"DIANA MARKET #2",-122.406761,37.774722
"740",4444,92,"JAMBA JUICE #138",-122.400998,37.787838
"741",4445,90,"MARTHA & BROS. COFFEE COMPANY",-122.428952,37.751638
"742",4449,91,"Universal Bakery Inc.",-122.422687,37.741317
"743",4461,88,"Cottage Market",-122.410392,37.790022
"744",4462,84,"Hotwok Express, Inc",-122.400764,37.796954
"745",4465,94,"Freddie's Sandwiches",-122.410284,37.805128
"746",4469,94,"Boudin Restaurant",-122.415157,37.808352
"747",4474,100,"17th & Noe Market",-122.433242,37.762638
"748",4475,100,"Spot Light Market",-122.424311,37.766424
"749",4476,100,"AFC Sushi @ Safeway 4601",-122.398887,37.796984
"750",4478,98,"AFC Sushi @ Safeway #1490",-122.409002,37.765708
"751",4479,85,"Courtney's Produce II",-122.435576,37.767194
"752",4480,100,"STARBUCKS COFFEE #545",-122.431629,37.751413
"753",4481,94,"Bi Rite Market",-122.424688,37.761483
"754",4483,94,"NOE BAGEL",-122.430439,37.751493
"755",4492,100,"Mollie Stone's Grand Central Market (Mezzanine Level)",-122.434697,37.788773
"756",4495,100,"Golden Gate Meat Co",-122.39377,37.795225
"757",4505,96,"VARIETY CONVENIENCE STORE",-122.419929,37.774693
"758",4509,96,"AFC SUSHI @ SAFEWAY 1507",-122.427549,37.768743
"759",4512,98,"BRANNAN STREET CAFE",-122.391479,37.782334
"760",4519,98,"HSS 121 CAFE",-122.477084,37.720851
"761",4530,100,"MOSCONE CENTER - MAIN KITCHEN",-122.401533,37.784128
"762",4534,96,"Jamba Juice Co",-122.403706,37.789465
"763",4535,91,"GUARDINO'S SOUVENIR & GIFT SHOP",-122.413169,37.795202
"764",4538,100,"LUCCA FOOD & WINE SHOP",-122.478198,37.763457
"765",4539,96,"PEET'S COFFEE & TEA",-122.466459,37.740283
"766",4542,96,"Shaws San Francisco",-122.467317,37.739565
"767",4544,86,"GENE'S LIQUOR",-122.48979,37.742403
"768",4545,96,"7-Eleven Food Store",-122.464552,37.7262
"769",4546,94,"LONDON MARKET & DELI",-122.440667,37.788924
"770",4555,90,"UNITED LIQUORS & DELI",-122.442977,37.799934
"771",4558,94,"KING'S BAKERY",-122.418414,37.751356
"772",4559,96,"PACIFIC FOOD MART",-122.436498,37.785623
"773",4586,94,"THE CAKE HOUSE",-122.441289,37.716039
"774",4590,78,"TAQUERIA CAN-CUN  RESTAURANT",-122.410305,37.78215
"775",4593,100,"Biscoff Coffee Corner",-122.410189,37.80824
"776",4594,92,"DOUBLE ROCK GROCERY",-122.391223,37.721141
"777",4618,100,"Market May Flower & Deli",-122.413428,37.789531
"778",4620,90,"WELCOME SUPER MARKET",-122.408682,37.776057
"779",4623,84,"Yo Yo's",-122.401134,37.797668
"780",4630,100,"Zanze's Cheesecake",-122.469855,37.730139
"781",4634,96,"Lombard Heights Market",-122.409744,37.803103
"782",4636,100,"STARBUCKS COFFEE",-122.475639,37.728497
"783",4638,84,"Sunset Bakery",-122.48591,37.758941
"784",4650,93,"BALBOA BI-RITE MARKET",-122.485239,37.776243
"785",4656,94,"STARBUCKS COFFEE CO",-122.403989,37.784247
"786",4661,82,"HAPPY DONUT",-122.418129,37.775975
"787",4665,88,"7-ELEVEN #20473",-122.490032,37.742448
"788",4667,96,"EMPIRE THEATRE",-122.466749,37.739883
"789",4668,79,"GOLDEN BEAR MARKET",-122.48591,37.758941
"790",4669,96,"7-ELEVEN",-122.505926,37.760673
"791",4670,88,"SUNSET SUPER",-122.49728,37.738333
"792",4671,96,"MARCO POLO ITALIAN ICE CREAM",-122.481566,37.742728
"793",4672,85,"IRVING SEAFOOD MARKET",-122.480921,37.763428
"794",4678,98,"ANDRE-BOUDIN BAKERIES",-122.468635,37.781139
"795",4681,100,"SUBWAY",-122.490712,37.753638
"796",4683,100,"JAVA ON OCEAN",-122.460205,37.724778
"797",4685,96,"NORMAN'S LIQUOR & DELI",-122.469193,37.714204
"798",4686,92,"RICE GARDEN",-122.490438,37.733944
"799",4687,84,"MAN HING MARKET",-122.48591,37.758941
"800",4688,96,"Mrs. Fields Cookies",-122.475639,37.728497
"801",4692,98,"FRIENDS LIQUOR",-122.433121,37.785717
"802",4694,94,"CONVENIENCE DELI & GROCERY",-122.427485,37.782294
"803",4700,92,"STEWART'S MARKET",-122.441498,37.785093
"804",4702,96,"SHUFAT MARKET",-122.427688,37.751664
"805",4703,94,"LA CANASTA TAKE-OUT",-122.432196,37.797667
"806",4705,78,"GINO'S GROCERY COMPANY",-122.434537,37.792598
"807",4706,94,"SHERMAN MARKET",-122.425566,37.798434
"808",4713,92,"JOCELYN'S BAKERY",-122.420372,37.758578
"809",4716,88,"MICHAELIS WINE & SPIRITS",-122.435334,37.797138
"810",4718,94,"MAY FLOWER MKT.",-122.434474,37.792455
"811",4729,92,"Paradise Coffee & Donut",-122.412207,37.785846
"812",4734,88,"LUCCA DELICATESSEN",-122.438354,37.800568
"813",4739,82,"LEE'S DELI",-122.399563,37.790697
"814",4746,91,"LEE'S DELI",-122.39292,37.791588
"815",4753,92,"Tan's Cafe III",-122.408075,37.805286
"816",4754,88,"New Russian Hill Market",-122.414986,37.795951
"817",4755,98,"Aunt Fanny's Hot Pretzels",-122.411234,37.802479
"818",4777,92,"SOUTH BEACH CAFE",-122.388484,37.781556
"819",4782,90,"CANTON DIM SUM HOUSE",-122.397932,37.784557
"820",4787,68,"TONY BALONEY'S",-122.40943,37.778033
"821",4789,100,"WHITCOMB  HOTEL- EMPLOYEES / BSMT CAFETERIA",-122.415182,37.778357
"822",4791,96,"SOUTH PARK CAFE",-122.394369,37.781564
"823",4794,94,"VICTOR'S",-122.393089,37.778634
"824",4797,88,"Good Life Grocery, The",-122.416683,37.739053
"825",4800,96,"NEW COLLEGE HILL MARKET",-122.424503,37.736021
"826",4801,96,"YICK'S LIQUOR",-122.436017,37.72304
"827",4804,96,"SUBWAY #31419",-122.40413,37.728933
"828",4806,96,"WHITE PALACE LIQUOR & DELI",-122.405852,37.732344
"829",4819,96,"Starbucks Coffee",-122.398373,37.791742
"830",4824,100,"THE GAP CAFE",-122.388962,37.789177
"831",4842,90,"GEORGE'S ZOO",-122.501599,37.735488
"832",4843,90,"SUNNY COUNTRY FOODS",-122.452584,37.764384
"833",4849,98,"FAMILY MARKET",-122.458851,37.713219
"834",4859,96,"7-ELEVEN STORE 2230-23342E",-122.457571,37.709683
"835",4860,98,"PLAY FIELD CAFE",-122.502535,37.73017
"836",4873,98,"MEREB MARKET",-122.423674,37.760097
"837",4874,96,"JUMP START COFFEE & GROCERY",-122.422914,37.752118
"838",4881,96,"STOP N SHOP",-122.418144,37.748924
"839",4884,92,"LUCCA RAVIOLI CO",-122.420995,37.755177
"840",4892,92,"NIMERS MARKET",-122.443297,37.776174
"841",4893,98,"S & W MARKET",-122.428627,37.772323
"842",4894,94,"SUNRISE MARKET",-122.433493,37.771748
"843",4896,98,"Ben & Jerry's Haight-Ashbury",-122.446644,37.770068
"844",4906,96,"NEW STAR MARKET",-122.419299,37.768274
"845",4920,91,"A B C MARKET",-122.408789,37.749612
"846",4922,89,"EL FARO",-122.414656,37.759054
"847",4932,100,"Good Luck Market & Deli",-122.404704,37.793882
"848",4944,98,"FRENCH BAKERY",-122.478149,37.742914
"849",4947,98,"AVENUE FINE FOODS",-122.425527,37.794494
"850",4950,94,"CAFE IN THE PARK",-122.484058,37.723112
"851",4957,88,"Safeway Stores Inc #711",-122.433106,37.805073
"852",4959,92,"THAT'S IT MARKET",-122.418576,37.753973
"853",4978,94,"Angel's Market",-122.433746,37.748214
"854",4982,90,"FRANKLIN MARKET",-122.423627,37.788658
"855",4983,92,"Young Ellis Produce",-122.412761,37.784961
"856",4985,96,"Sweet Mart",-122.405723,37.795188
